"id";"timestamp";"amount";"customer_id";"product_id"
"37403";"2012-10-11 23:59:54";"1,50";"590";"7"
"37408";"2012-10-12 00:40:55";"1,50";"590";"7"
"37462";"2012-10-16 20:44:36";"1,00";"465";"70"
"37480";"2012-10-16 21:03:43";"1,00";"457";"70"
"37513";"2012-10-16 21:36:15";"1,60";"668";"6"
"37552";"2012-10-16 22:24:27";"1,00";"737";"70"
"37563";"2012-10-16 22:37:22";"1,60";"457";"6"
"37594";"2012-10-16 23:21:29";"1,50";"590";"7"
"37595";"2012-10-16 23:22:21";"1,00";"617";"24"
"37596";"2012-10-16 23:23:03";"1,60";"92";"6"
"37608";"2012-10-16 23:48:56";"1,00";"617";"24"
"37628";"2012-10-17 22:20:18";"2,00";"269";"29"
"37629";"2012-10-17 22:27:47";"2,00";"481";"29"
"37630";"2012-10-17 22:29:01";"2,00";"646";"29"
"37631";"2012-10-17 22:33:01";"2,00";"251";"29"
"37632";"2012-10-17 22:33:01";"2,00";"251";"29"
"37633";"2012-10-17 22:33:52";"2,00";"571";"29"
"37634";"2012-10-17 22:38:00";"2,00";"707";"29"
"37637";"2012-10-17 22:42:51";"2,00";"622";"29"
"37638";"2012-10-17 22:45:46";"2,00";"474";"29"
"37640";"2012-10-17 22:46:34";"2,00";"652";"29"
"37641";"2012-10-17 22:47:02";"2,00";"550";"29"
"37642";"2012-10-17 22:47:28";"2,00";"659";"29"
"37645";"2012-10-17 22:49:22";"2,00";"658";"29"
"37646";"2012-10-17 22:51:30";"2,00";"708";"29"
"37647";"2012-10-17 22:51:30";"2,00";"708";"29"
"37649";"2012-10-17 22:53:32";"2,00";"702";"29"
"37650";"2012-10-17 22:54:42";"2,00";"638";"29"
"37651";"2012-10-17 22:54:53";"2,00";"710";"29"
"37656";"2012-10-17 23:02:02";"2,00";"590";"29"
"37657";"2012-10-17 23:02:25";"2,00";"735";"29"
"37658";"2012-10-17 23:02:42";"2,00";"713";"29"
"37659";"2012-10-17 23:03:08";"2,00";"529";"29"
"37660";"2012-10-17 23:03:34";"2,00";"550";"29"
"37661";"2012-10-17 23:04:34";"2,00";"270";"29"
"37662";"2012-10-17 23:05:35";"2,00";"703";"29"
"37663";"2012-10-17 23:05:59";"2,00";"668";"29"
"37666";"2012-10-17 23:07:13";"2,00";"619";"29"
"37667";"2012-10-17 23:10:12";"2,00";"629";"29"
"37668";"2012-10-17 23:10:34";"2,00";"639";"29"
"37669";"2012-10-17 23:10:48";"2,00";"683";"29"
"37670";"2012-10-17 23:10:57";"2,00";"641";"29"
"37671";"2012-10-17 23:12:01";"2,00";"695";"29"
"37672";"2012-10-17 23:12:01";"2,00";"695";"29"
"37673";"2012-10-17 23:13:34";"2,00";"507";"29"
"37675";"2012-10-17 23:16:44";"2,00";"620";"29"
"37676";"2012-10-17 23:20:39";"2,00";"663";"29"
"37677";"2012-10-17 23:20:57";"2,00";"689";"29"
"37683";"2012-10-17 23:29:01";"2,00";"657";"29"
"37685";"2012-10-17 23:30:56";"2,00";"621";"29"
"37688";"2012-10-17 23:34:24";"2,00";"653";"29"
"37690";"2012-10-17 23:40:42";"2,00";"646";"29"
"37691";"2012-10-17 23:41:08";"2,00";"612";"29"
"37692";"2012-10-17 23:42:10";"2,00";"528";"29"
"37693";"2012-10-17 23:42:10";"2,00";"528";"29"
"37694";"2012-10-17 23:42:14";"2,00";"528";"29"
"37695";"2012-10-17 23:42:20";"2,00";"528";"29"
"37696";"2012-10-17 23:47:14";"2,00";"642";"29"
"37698";"2012-10-17 23:50:03";"2,00";"478";"29"
"37699";"2012-10-17 23:51:59";"2,00";"652";"29"
"37700";"2012-10-17 23:52:20";"2,00";"651";"29"
"37702";"2012-10-17 23:53:41";"2,00";"641";"29"
"37703";"2012-10-17 23:57:42";"2,00";"716";"29"
"37704";"2012-10-17 23:58:24";"2,00";"251";"29"
"37705";"2012-10-18 00:01:31";"2,00";"550";"29"
"37707";"2012-10-18 00:03:52";"2,00";"621";"29"
"37708";"2012-10-18 00:14:13";"2,00";"590";"29"
"37709";"2012-10-18 00:16:15";"2,00";"270";"29"
"37710";"2012-10-18 00:21:22";"2,00";"493";"29"
"37711";"2012-10-18 00:27:24";"2,00";"481";"29"
"37712";"2012-10-18 00:30:10";"2,00";"528";"29"
"37713";"2012-10-18 00:30:10";"2,00";"528";"29"
"37714";"2012-10-18 00:31:34";"2,00";"465";"29"
"37715";"2012-10-18 00:36:27";"2,00";"457";"29"
"37716";"2012-10-18 00:39:08";"2,00";"653";"29"
"37717";"2012-10-18 00:41:57";"2,00";"456";"29"
"37719";"2012-10-18 00:57:19";"2,00";"480";"29"
"37720";"2012-10-18 01:07:58";"2,00";"478";"29"
"37721";"2012-10-18 01:10:03";"2,00";"251";"29"
"37722";"2012-10-18 01:14:51";"2,00";"505";"29"
"37723";"2012-10-18 01:24:48";"2,00";"480";"29"
"37731";"2012-10-23 13:29:28";"1,00";"658";"24"
"37732";"2012-10-23 13:29:29";"1,00";"478";"24"
"37759";"2012-10-23 21:08:24";"1,60";"699";"6"
"37766";"2012-10-23 21:19:35";"1,60";"665";"6"
"37787";"2012-10-23 21:40:17";"1,00";"617";"24"
"37793";"2012-10-23 21:45:27";"1,00";"457";"70"
"37811";"2012-10-23 22:06:06";"1,00";"457";"70"
"37813";"2012-10-23 22:09:51";"1,50";"201";"8"
"37819";"2012-10-23 22:18:31";"1,00";"617";"24"
"37836";"2012-10-23 22:43:55";"1,60";"618";"6"
"37859";"2012-10-23 23:07:02";"1,00";"478";"24"
"37876";"2012-10-23 23:28:14";"1,60";"707";"6"
"37878";"2012-10-23 23:33:58";"1,00";"737";"70"
"37881";"2012-10-23 23:36:09";"1,50";"468";"8"
"37882";"2012-10-23 23:36:18";"1,50";"478";"8"
"37899";"2012-10-24 00:28:43";"1,00";"456";"24"
"37904";"2012-10-24 10:31:53";"1,50";"460";"8"
"37905";"2012-10-24 10:32:03";"1,50";"468";"8"
"37906";"2012-10-24 10:32:19";"1,50";"478";"8"
"37907";"2012-10-24 10:32:33";"1,50";"201";"8"
"37918";"2012-10-24 22:16:01";"1,60";"579";"6"
"37922";"2012-10-24 22:28:16";"1,00";"465";"70"
"37925";"2012-10-24 22:35:23";"1,60";"579";"6"
"37930";"2012-10-24 22:49:57";"1,60";"707";"6"
"37932";"2012-10-24 22:52:35";"1,00";"658";"70"
"37937";"2012-10-24 22:59:40";"1,00";"706";"24"
"37941";"2012-10-24 23:02:16";"1,00";"680";"70"
